# Threat Intelligence Indicator Feed
# Source: James Brine STIX dataset (converted from STIX 2.x to CSV)
# Description: This dataset contains cyber threat indicators extracted from STIX Indicator objects.
# Each row represents a single indicator associated with malicious activity such as brute-force attacks.

# Column Descriptions:
# id            : Internal numeric identifier for the indicator record generated during the STIX-to-CSV conversion process.
# indicator_id  : STIX Indicator Object ID (format: indicator--UUID). This uniquely identifies the indicator in the STIX dataset.
# indicator     : The observable value extracted from the STIX pattern. In this dataset it represents an IPv4 address used in malicious activity.
# valid_from    : Timestamp indicating when the indicator became valid or was first observed in threat intelligence.
# created       : Timestamp when the STIX indicator object was originally created.
# modified      : Timestamp when the STIX indicator object was last modified or updated.
# name          : Human-readable label describing the threat activity associated with the indicator.

# Timestamp Format:
# All timestamps follow the format: YYYY-MM-DD HH:MM:SS (UTC unless otherwise specified).

# Indicator Type:
# Most indicators in this dataset represent IPv4 addresses associated with brute-force attacks
# such as SSH or NTP service scanning.

# Data Origin:
# Converted from STIX 2.x objects into CSV format for easier querying, analytics, and SIEM ingestion.

# Note:
# Duplicate indicators may exist if the same observable was reported at different times or associated
# with different STIX objects.


"id","indicator_id","indicator","valid_from","created","modified","name"
"64178656","indicator--ed72dcc4-d3c5-4cfd-a9ef-51c129d69fa2","2.95.151.216","2020-08-18 15:10:52","2020-08-18 23:10:52","2020-08-18 23:10:52","SSH Bruteforce Host"
"64178844","indicator--4427d0e7-5b3b-4145-8ff4-563fc4286a14","2.35.184.83","2020-08-19 20:56:08","2020-08-20 04:56:08","2020-08-20 04:56:08","SSH Bruteforce Host"
"64178881","indicator--da319ede-83e0-40cf-9301-b5533b873c14","51.178.86.49","2020-08-19 20:56:08","2020-08-20 04:56:08","2020-08-20 04:56:08","SSH Bruteforce Host"
"64178977","indicator--97e03fd7-a50f-48c7-8e28-f4ba1f786323","2.36.136.146","2020-08-20 20:56:55","2020-08-21 04:56:55","2020-08-21 04:56:55","SSH Bruteforce Host"
"64179060","indicator--15cfb3d4-dd22-4461-b394-86852f19f979","2.139.209.78","2020-08-20 20:56:55","2020-08-21 04:56:55","2020-08-21 04:56:55","SSH Bruteforce Host"
"64179037","indicator--011d46a9-9566-4480-9363-f690cae69e54","2.224.168.43","2020-08-20 20:56:55","2020-08-21 04:56:55","2020-08-21 04:56:55","SSH Bruteforce Host"
"64179124","indicator--f03085bc-ec07-4a27-9cc2-57ecde569735","5.135.186.52","2020-08-20 20:56:55","2020-08-21 04:56:55","2020-08-21 04:56:55","SSH Bruteforce Host"
"64179376","indicator--37925cbd-9424-4aa5-9f8c-1fd203d5d6ce","1.6.182.220","2020-08-21 20:57:11","2020-08-22 04:57:11","2020-08-22 04:57:11","SSH Bruteforce Host"
"64179325","indicator--cd520e75-5e42-40e0-b2fc-63c8cd9fbaf2","1.179.137.10","2020-08-21 20:57:11","2020-08-22 04:57:11","2020-08-22 04:57:11","SSH Bruteforce Host"
"64179388","indicator--c121c7c3-4d00-4e16-b34e-64e92403567f","106.54.1.58","2020-08-21 20:57:11","2020-08-22 04:57:11","2020-08-22 04:57:11","SSH Bruteforce Host"
"64179460","indicator--b8c8f41d-b43a-4109-a3cb-2432a7cf85e7","5.196.7.133","2020-08-22 10:59:01","2020-08-22 18:59:01","2020-08-22 18:59:01","SSH Bruteforce Host"
"64179560","indicator--b0b22a1f-b7a2-4572-828b-f4ac8aa188da","8.211.45.4","2020-08-22 10:59:01","2020-08-22 18:59:01","2020-08-22 18:59:01","SSH Bruteforce Host"
"64170387","indicator--fbe1d47a-9faf-49b3-8253-43e8a25cb0d5","218.92.0.192","2020-08-22 10:59:01","2020-08-22 18:59:01","2020-08-22 18:59:01","SSH Bruteforce Host"
"64179677","indicator--78b26e34-a404-406f-b01c-08393da9a2eb","95.85.24.147","2020-08-23 20:57:37","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64177051","indicator--bf74aa0a-dcc7-4557-ab27-a692fbea3646","46.39.20.4","2020-08-23 20:57:37","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179702","indicator--00f666c1-3551-4d37-970c-e042a5676021","147.0.22.179","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179702","indicator--58766c38-4c0b-489c-87f2-be301e9024b8","147.0.22.179","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179702","indicator--b63338c2-c634-49b8-9553-132dedd10ceb","147.0.22.179","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179677","indicator--6f3c7e03-f48c-405c-abb3-de113dd8461c","95.85.24.147","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179677","indicator--c4853314-b51a-4257-b5d0-3c9b010ae886","95.85.24.147","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64177051","indicator--366b24e4-749f-406c-990e-a01dbb459244","46.39.20.4","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179613","indicator--d68569ec-eb5b-48ee-adcc-605df30c8937","121.48.165.2","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179749","indicator--43c6e0aa-7ca3-4569-bdc7-fc4c429ba849","106.51.50.2","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170372","indicator--6f42c7b6-72b9-4cb3-8c1f-c32cb5d4973b","114.67.123.3","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64177051","indicator--9194d13c-2fa1-4c11-9027-cb76ec17ae26","46.39.20.4","2020-08-23 20:57:38","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170387","indicator--494ccf5e-3470-46a7-8c83-6bfe101680f6","218.92.0.192","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170372","indicator--faac81c4-8ca1-4240-86b5-5a9305499008","114.67.123.3","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170372","indicator--b8da2e7f-bc5b-47e7-8ced-34687216fa46","114.67.123.3","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179629","indicator--67f36494-2659-4510-b434-4568be6c052d","51.77.148.7","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179749","indicator--d934674f-8550-4d80-a33b-a893c5c77ca3","106.51.50.2","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179613","indicator--7e7ccf4e-0c28-448a-8541-6c23fda0d63a","121.48.165.2","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170387","indicator--0b9fb784-8e73-4f33-ac0f-03cabd12ed85","218.92.0.192","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179511","indicator--7ec536db-1793-413e-b83e-f532c55a842e","103.21.53.11","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179613","indicator--c639d16d-92fe-482d-afac-ddab4849038a","121.48.165.2","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64172529","indicator--35e529a6-b7a7-4531-9024-fcde9326ca35","210.9.47.154","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170387","indicator--7868e4d8-146d-4b74-9492-e063e99fdb8b","218.92.0.192","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179624","indicator--fc4408d6-f1cc-44e2-9ea2-a45db22282f5","142.93.251.1","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170387","indicator--b8a29bee-4bc7-4661-a553-259c23932e5a","218.92.0.192","2020-08-23 20:57:39","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179862","indicator--6408b33c-9362-4555-ab8e-18a9959b9618","96.57.173.66","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64178501","indicator--e57bf5dd-9e74-4392-ab8c-00b926b0d52d","58.240.196.6","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179673","indicator--a87cda5a-22e0-48d9-845f-6e0ae74a110f","106.13.36.10","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64178501","indicator--537aa2ae-6f49-4401-8e90-2970b2a0179a","58.240.196.6","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179862","indicator--976697c5-68a4-48ee-a729-c75288106ad5","96.57.173.66","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179590","indicator--2ca878e3-1aeb-4278-b185-f783b65ca79e","81.68.137.74","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179620","indicator--de568703-b277-4fd2-91d2-f0ea3f89ff4b","139.59.68.15","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170387","indicator--d0447b18-77fe-446e-a10f-f575e6b15e2a","218.92.0.192","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170651","indicator--d9e9c9e4-a14d-4f7a-aebb-40fac6fc5515","125.99.46.50","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170651","indicator--d28e157d-8176-4fcb-8a8a-1155bfc38e0e","125.99.46.50","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179610","indicator--ec5a1b70-35c6-44ba-9e72-eb537d88b9e9","103.80.36.34","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64170651","indicator--27e28685-8462-45c0-9811-abe8a0fd79bd","125.99.46.50","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179610","indicator--c47c54ea-a87e-4504-a27c-4364d4794456","103.80.36.34","2020-08-23 20:57:41","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179610","indicator--d212ef1f-2de5-452f-923d-7adeed4dba58","103.80.36.34","2020-08-23 20:57:42","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64180895","indicator--a7a718a7-a75b-4118-a81b-4d1d533dd412","159.89.174.9","2020-08-23 20:57:42","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179610","indicator--3802924c-02e5-4400-95e3-581395e5dc46","103.80.36.34","2020-08-23 20:57:42","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179610","indicator--509f692e-fc9a-4108-9f9b-cd83b54ca2b9","103.80.36.34","2020-08-23 20:57:42","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64176824","indicator--274c1172-4a6b-438a-a24d-a9ae0baff342","106.13.4.132","2020-08-23 20:57:42","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179644","indicator--859b535a-5f8c-450d-8dac-ffe47f913021","182.74.86.27","2020-08-23 20:57:43","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179597","indicator--a6c28bf5-4e0a-4800-bf62-3e2e1788a040","51.77.210.17","2020-08-23 20:57:43","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179858","indicator--198bbf56-ec20-449e-9d06-e2feb9bae556","120.53.9.99","2020-08-23 20:57:43","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179755","indicator--62a7fca0-4c68-4013-9107-c291a6c09b00","51.178.47.46","2020-08-23 20:57:43","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179755","indicator--33ce5619-d16c-4736-b0ca-af412b7b1d25","51.178.47.46","2020-08-23 20:57:43","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179644","indicator--a086af59-acb7-4eac-b5d8-f71f07c3cd3b","182.74.86.27","2020-08-23 20:57:44","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179660","indicator--ec2a5253-19b9-4327-a87f-1fd122dfcaff","106.13.1.245","2020-08-23 20:57:44","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179961","indicator--5db50e71-a564-42bc-9b51-b4061b983eb7","51.178.51.36","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179749","indicator--b2ca2396-5aa3-4172-bb87-bce677082826","106.51.50.2","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179961","indicator--123e7e1e-486f-4dd3-bc32-97313a84817b","51.178.51.36","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179660","indicator--301f1551-1adc-41c8-8e05-eb10012ba69e","106.13.1.245","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179961","indicator--b42719e9-01bb-450e-8219-2d1559505aac","51.178.51.36","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179660","indicator--8de1ec2d-27cc-4b5f-84b9-6b1c60797ade","106.13.1.245","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179754","indicator--ba106479-4cbf-4fd6-979d-f16b5a870f94","118.24.48.15","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179749","indicator--a7e318a4-8e3c-4ed5-8240-ed9ad9327157","106.51.50.2","2020-08-23 20:57:45","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179660","indicator--d3b1a080-5998-49a2-af98-406ac9cd9631","106.13.1.245","2020-08-23 20:57:46","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64179877","indicator--d677d8ac-3910-4089-8593-6295f99f3036","81.68.145.65","2020-08-23 20:57:46","2020-08-24 04:57:37","2020-08-24 04:57:37","SSH Bruteforce Host"
"64186622","indicator--465ed762-f4f6-4fbe-a3c8-454f204a4422","1.9.128.13","2020-08-24 15:54:10","2020-08-24 23:54:10","2020-08-24 23:54:10","SSH Bruteforce Host"
"64179060","indicator--ac684c1c-e7ac-4167-88a5-700a5ab62e51","2.139.209.78","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64178171","indicator--0de811e1-2c69-4134-9e8d-e343791e66b4","5.39.88.60","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64171617","indicator--1bb8936a-271f-4d0d-bd36-d9a9118a3ef6","5.253.25.170","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64179560","indicator--7928ee40-c876-426c-bebd-b4309347d14a","8.211.45.4","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64186747","indicator--151f8eae-ddcb-4029-a90f-2e538dfe8f3f","51.38.188.20","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64186817","indicator--9b5799da-2f25-46aa-8261-3187e9b6afa9","51.75.24.200","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64176925","indicator--11f9b5cb-cda8-4f34-826f-0c638abfbbb6","94.23.33.22","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64186769","indicator--8f8e83e0-c319-428a-b19c-c7659b00992b","101.78.3.29","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64186658","indicator--9430d76d-c14b-422d-8c19-ce9e081d165f","218.92.0.189","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"64170387","indicator--b34afd18-9c3a-498f-85d0-e060676f9c60","218.92.0.192","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"37941809","indicator--e2811624-950c-4494-bafd-3e1788bbc16d","218.92.0.198","2020-08-25 20:57:22","2020-08-26 04:57:22","2020-08-26 04:57:22","SSH Bruteforce Host"
"1358630","indicator--408ff3b5-ab3b-4824-85c0-dda006c4f378","59.36.75.227","2020-08-26 20:36:52","2020-08-27 04:36:52","2020-08-27 04:36:52","SSH Bruteforce Host"
"64187032","indicator--f0e05f7b-1b33-4ef1-9245-734ac6469d98","106.13.6.70","2020-08-26 20:36:52","2020-08-27 04:36:52","2020-08-27 04:36:52","SSH Bruteforce Host"
"64177837","indicator--4b7cccf6-d0bf-407b-9c9e-41f54fd29fed","210.14.69.76","2020-08-26 20:36:52","2020-08-27 04:36:52","2020-08-27 04:36:52","SSH Bruteforce Host"
"64187270","indicator--00f8c3d6-fbf0-4cc5-b5af-2b6dd9003670","1.0.215.8","2020-08-27 20:12:53","2020-08-28 04:12:53","2020-08-28 04:12:53","SSH Bruteforce Host"
"64187293","indicator--3e875f12-da22-4913-8c67-b21cf7cac30e","1.0.215.90","2020-08-27 20:12:53","2020-08-28 04:12:53","2020-08-28 04:12:53","SSH Bruteforce Host"
"64179060","indicator--e0e010ba-0683-488d-b9ba-b4d85ad66dd8","2.139.209.78","2020-08-27 20:12:53","2020-08-28 04:12:53","2020-08-28 04:12:53","SSH Bruteforce Host"
"64176548","indicator--7d3631d9-65c6-4ca5-8734-6f7ebab4e950","5.196.69.227","2020-08-27 20:12:53","2020-08-28 04:12:53","2020-08-28 04:12:53","SSH Bruteforce Host"
"64187156","indicator--8b716981-e70d-4cf8-bb11-df7fce90bb72","51.210.47.32","2020-08-27 20:12:53","2020-08-28 04:12:53","2020-08-28 04:12:53","SSH Bruteforce Host"
"64170572","indicator--96f9f518-54cd-4e06-b8e8-3fb5831c7ee2","1.245.61.144","2020-08-29 20:42:06","2020-08-30 04:42:06","2020-08-30 04:42:06","SSH Bruteforce Host"
"64177944","indicator--8f5b0d7f-c5eb-496f-8a88-bbfaa9c756df","51.75.64.187","2020-08-29 20:42:06","2020-08-30 04:42:06","2020-08-30 04:42:06","SSH Bruteforce Host"
"64171400","indicator--16142b66-bffc-42e3-b1dc-d4de79a66aa6","123.207.8.86","2020-08-29 20:42:06","2020-08-30 04:42:06","2020-08-30 04:42:06","SSH Bruteforce Host"
"64187455","indicator--e67d81f0-8480-4823-8424-a48f9b9533da","200.52.80.34","2020-08-29 20:42:06","2020-08-30 04:42:06","2020-08-30 04:42:06","SSH Bruteforce Host"
"64187871","indicator--c4250491-fcbb-4d41-9cfb-36df7d6945c9","2.82.170.124","2020-08-30 20:43:12","2020-08-31 04:43:12","2020-08-31 04:43:12","SSH Bruteforce Host"
"64170842","indicator--169cd640-34c9-443f-8e18-d56853fff8d0","5.196.8.72","2020-08-30 20:43:12","2020-08-31 04:43:12","2020-08-31 04:43:12","SSH Bruteforce Host"
"64187722","indicator--40992626-89c8-4d1a-adc5-f8bdc18ea138","13.68.171.41","2020-08-30 20:43:12","2020-08-31 04:43:12","2020-08-31 04:43:12","SSH Bruteforce Host"
"64187854","indicator--611cc27c-969b-4424-bede-797a947aa378","34.73.144.77","2020-08-30 20:43:12","2020-08-31 04:43:12","2020-08-31 04:43:12","SSH Bruteforce Host"
"64171574","indicator--0a3ae8a1-ef53-4da4-b7be-287c8ebfab0a","58.62.207.50","2020-08-30 20:43:12","2020-08-31 04:43:12","2020-08-31 04:43:12","SSH Bruteforce Host"
"64188008","indicator--3a338a14-e896-468c-b270-f69d73eda7aa","1.34.144.128","2020-08-31 20:43:21","2020-09-01 04:43:21","2020-09-01 04:43:21","SSH Bruteforce Host"
"64188018","indicator--c9977371-8660-48ec-81fa-2d01d69782e5","1.186.57.150","2020-08-31 20:43:21","2020-09-01 04:43:21","2020-09-01 04:43:21","SSH Bruteforce Host"
"64179060","indicator--9729ae0f-2ff0-4b3d-8263-4aa69559cc78","2.139.209.78","2020-09-01 20:41:36","2020-09-02 04:41:36","2020-09-02 04:41:36","SSH Bruteforce Host"
"64188126","indicator--fa085e7c-e801-4113-8e50-094d056e10d5","3.7.233.194","2020-09-01 20:41:36","2020-09-02 04:41:36","2020-09-02 04:41:36","SSH Bruteforce Host"
